Trip_ID,Customer_ID,Date,Day_of_Week,Direction,Departure_Time,Arrival_Time,Duration_min,traffic_conditions
TRIP2828,AS01,11-02-2025,Tuesday,1,19:23,20:02,39.8,light
TRIP2829,AR01,11-02-2025,Tuesday,0,07:47,08:10,23.1,light
TRIP2830,AR01,11-02-2025,Tuesday,1,18:57,19:17,20.6,light
TRIP2831,HB01,11-02-2025,Tuesday,0,08:49,09:05,16.9,normal
TRIP2832,HB01,11-02-2025,Tuesday,1,17:37,17:52,15.8,normal
TRIP2833,HM01,11-02-2025,Tuesday,0,07:57,08:25,28.5,light
TRIP2834,HM01,11-02-2025,Tuesday,1,18:16,18:51,35.9,moderate
TRIP2835,HE01,11-02-2025,Tuesday,0,10:58,11:04,6.8,normal
TRIP2836,HE01,11-02-2025,Tuesday,1,18:15,18:23,8.6,moderate
TRIP2837,HP01,11-02-2025,Tuesday,0,07:33,07:37,5,light
TRIP2838,HP01,11-02-2025,Tuesday,1,17:56,18:06,10.1,moderate
TRIP2839,JG01,11-02-2025,Tuesday,0,07:10,07:27,17.9,light
TRIP2840,JG01,11-02-2025,Tuesday,1,17:50,18:16,26.7,moderate
TRIP2841,JR01,11-02-2025,Tuesday,0,08:39,09:04,25.4,normal
TRIP2842,JR01,11-02-2025,Tuesday,1,18:45,19:01,16.9,light
TRIP2843,JM01,11-02-2025,Tuesday,0,08:22,08:45,23.8,moderate
TRIP2844,JM01,11-02-2025,Tuesday,1,16:17,16:34,17.7,light
TRIP2845,BE01,11-02-2025,Tuesday,0,07:49,07:54,5,light
TRIP2846,BE01,11-02-2025,Tuesday,1,17:10,17:14,4.4,light
TRIP2847,BP01,11-02-2025,Tuesday,0,07:04,07:09,5.4,light
TRIP2848,BP01,11-02-2025,Tuesday,1,18:58,19:02,4.1,light
TRIP2849,BC01,11-02-2025,Tuesday,0,07:33,07:35,2.9,light
TRIP2850,BC01,11-02-2025,Tuesday,1,18:59,19:02,3.1,light
TRIP2851,BM01,11-02-2025,Tuesday,0,08:17,08:57,40.4,normal
TRIP2852,BM01,11-02-2025,Tuesday,1,19:35,20:06,31.7,light
TRIP2853,KS01,11-02-2025,Tuesday,0,09:32,10:11,39.8,light
TRIP2854,KS01,11-02-2025,Tuesday,1,19:41,20:23,42,light
TRIP2855,KM01,11-02-2025,Tuesday,0,09:09,09:33,24.4,light
TRIP2856,KM01,11-02-2025,Tuesday,1,18:27,18:58,31.7,normal
TRIP2857,KB01,11-02-2025,Tuesday,0,08:28,08:46,18.3,moderate
TRIP2858,KB01,11-02-2025,Tuesday,1,18:46,18:56,10.7,light
TRIP2859,KO01,11-02-2025,Tuesday,0,08:55,09:16,21.2,normal
TRIP2860,KO01,11-02-2025,Tuesday,1,16:10,16:27,17.7,light
TRIP2861,EE01,12-02-2025,Wednesday,0,09:57,10:17,20.2,light
TRIP2862,EE01,12-02-2025,Wednesday,1,17:36,17:58,22.5,normal
TRIP2863,EC01,12-02-2025,Wednesday,0,08:32,09:01,29,moderate
TRIP2864,EC01,12-02-2025,Wednesday,1,16:22,16:42,20.1,light
TRIP2865,MM01,12-02-2025,Wednesday,0,10:34,10:55,21.3,normal
TRIP2866,MM01,12-02-2025,Wednesday,1,20:58,21:16,18.3,light
TRIP2867,MB01,12-02-2025,Wednesday,0,07:19,07:32,13.6,light
TRIP2868,MB01,12-02-2025,Wednesday,1,17:20,17:32,12.5,light
TRIP2869,MS01,12-02-2025,Wednesday,0,09:12,09:54,42.9,light
TRIP2870,MS01,12-02-2025,Wednesday,1,18:34,19:25,51.1,light
TRIP2871,AC01,12-02-2025,Wednesday,0,07:52,08:28,36.6,light
TRIP2872,AC01,12-02-2025,Wednesday,1,16:25,17:01,36.4,light
TRIP2873,AE01,12-02-2025,Wednesday,0,09:53,10:26,33.7,light
TRIP2874,AE01,12-02-2025,Wednesday,1,18:50,19:17,27.3,light
TRIP2875,AM01,12-02-2025,Wednesday,0,07:15,08:14,59.9,light
TRIP2876,AM01,12-02-2025,Wednesday,1,17:13,18:07,54.9,light
TRIP2877,MG01,12-02-2025,Wednesday,0,08:57,09:38,41.3,light
TRIP2878,MG01,12-02-2025,Wednesday,1,17:26,18:12,46.9,light
TRIP2879,MO01,12-02-2025,Wednesday,0,07:41,08:04,23.4,light
TRIP2880,MO01,12-02-2025,Wednesday,1,17:09,17:36,27.9,light
TRIP2881,IR01,12-02-2025,Wednesday,0,07:55,08:10,15.3,light
TRIP2882,IR01,12-02-2025,Wednesday,1,18:54,19:04,10.7,light
TRIP2883,IS01,12-02-2025,Wednesday,0,08:47,09:19,32.3,normal
TRIP2884,IS01,12-02-2025,Wednesday,1,18:32,19:04,32.9,normal
TRIP2885,IG01,12-02-2025,Wednesday,0,09:43,10:13,30.2,light
TRIP2886,IG01,12-02-2025,Wednesday,1,17:52,18:35,43.3,moderate
TRIP2887,SR01,12-02-2025,Wednesday,0,07:36,07:44,8.7,light
TRIP2888,SR01,12-02-2025,Wednesday,1,20:41,20:50,9.7,light
TRIP2889,SO01,12-02-2025,Wednesday,0,07:25,07:54,29.3,light
TRIP2890,SO01,12-02-2025,Wednesday,1,17:47,18:33,46.4,moderate
TRIP2891,JC01,12-02-2025,Wednesday,0,07:53,08:11,18.8,light
TRIP2892,JC01,12-02-2025,Wednesday,1,19:41,20:00,20,light
TRIP2893,JP01,12-02-2025,Wednesday,0,07:05,07:26,21.6,light
TRIP2894,JP01,12-02-2025,Wednesday,1,18:07,18:36,30,moderate
TRIP2895,JE01,12-02-2025,Wednesday,0,08:11,08:34,23.9,normal
TRIP2896,JE01,12-02-2025,Wednesday,1,19:57,20:18,21.9,light
TRIP2897,BG01,12-02-2025,Wednesday,0,07:02,07:15,13.3,light
TRIP2898,BG01,12-02-2025,Wednesday,1,16:59,17:12,13.6,light
TRIP2899,BS01,12-02-2025,Wednesday,0,07:50,08:02,12.1,light
TRIP2900,BS01,12-02-2025,Wednesday,1,18:40,18:54,14.3,light
TRIP2901,BB01,12-02-2025,Wednesday,0,08:06,08:31,25.1,normal
TRIP2902,BB01,12-02-2025,Wednesday,1,17:58,18:32,34.1,moderate
TRIP2903,RI01,12-02-2025,Wednesday,0,07:26,07:39,13.1,light
TRIP2904,RI01,12-02-2025,Wednesday,1,20:32,20:41,9.9,light
TRIP2905,RR01,12-02-2025,Wednesday,0,07:46,08:03,17.3,light
TRIP2906,RR01,12-02-2025,Wednesday,1,17:30,17:50,20.3,normal
TRIP2907,RM01,12-02-2025,Wednesday,0,07:23,07:35,12.8,light
TRIP2908,RM01,12-02-2025,Wednesday,1,17:28,17:44,16.4,normal
TRIP2909,CO01,12-02-2025,Wednesday,0,08:10,08:42,32.1,normal
TRIP2910,CO01,12-02-2025,Wednesday,1,16:52,17:19,27.7,light
TRIP2911,CP01,12-02-2025,Wednesday,0,08:52,09:04,13,normal
TRIP2912,CP01,12-02-2025,Wednesday,1,19:23,19:33,10.9,light
TRIP2913,CE01,12-02-2025,Wednesday,0,07:27,07:39,12.7,light
TRIP2914,CE01,12-02-2025,Wednesday,1,19:34,19:46,12.2,light
TRIP2915,CB01,12-02-2025,Wednesday,0,09:20,09:51,31.3,light
TRIP2916,CB01,12-02-2025,Wednesday,1,17:17,17:56,39.6,light
TRIP2917,CG01,12-02-2025,Wednesday,0,08:46,09:43,57.4,normal
TRIP2918,CG01,12-02-2025,Wednesday,1,17:21,18:07,47,light
TRIP2919,AI01,12-02-2025,Wednesday,0,08:05,08:27,22.8,normal
TRIP2920,AI01,12-02-2025,Wednesday,1,17:50,18:20,30.6,moderate
TRIP2921,AS01,12-02-2025,Wednesday,0,08:46,09:33,47.9,normal
TRIP2922,AS01,12-02-2025,Wednesday,1,17:59,18:57,58.6,moderate
TRIP2923,AR01,12-02-2025,Wednesday,0,09:39,10:03,24.5,light
TRIP2924,AR01,12-02-2025,Wednesday,1,19:02,19:27,25.6,light
TRIP2925,HM01,12-02-2025,Wednesday,0,08:55,09:27,33,normal
TRIP2926,HM01,12-02-2025,Wednesday,1,19:02,19:30,28.4,light
TRIP2927,HE01,12-02-2025,Wednesday,0,07:09,07:15,6.5,light
TRIP2928,HE01,12-02-2025,Wednesday,1,17:35,17:43,8.5,normal
TRIP2929,HP01,12-02-2025,Wednesday,0,07:08,07:15,7.5,light
TRIP2930,HP01,12-02-2025,Wednesday,1,16:45,16:52,8,light
TRIP2931,JG01,12-02-2025,Wednesday,0,07:39,07:54,15.4,light
TRIP2932,JG01,12-02-2025,Wednesday,1,17:36,17:57,21.2,normal
TRIP2933,JR01,12-02-2025,Wednesday,0,07:31,07:44,13.1,light
TRIP2934,JR01,12-02-2025,Wednesday,1,18:58,19:11,13.8,light
TRIP2935,JM01,12-02-2025,Wednesday,0,07:15,07:33,18.4,light
TRIP2936,JM01,12-02-2025,Wednesday,1,17:12,17:29,17.5,light
TRIP2937,BE01,12-02-2025,Wednesday,0,08:17,08:23,6.2,normal
TRIP2938,BE01,12-02-2025,Wednesday,1,19:53,19:57,4.8,light
TRIP2939,BP01,12-02-2025,Wednesday,0,09:15,09:19,4.2,light
TRIP2940,BP01,12-02-2025,Wednesday,1,17:20,17:24,4.5,light
TRIP2941,BC01,12-02-2025,Wednesday,0,07:14,07:18,4.1,light
TRIP2942,BC01,12-02-2025,Wednesday,1,18:26,18:30,4.3,normal
TRIP2943,BM01,12-02-2025,Wednesday,0,08:09,08:47,38.5,normal
TRIP2944,BM01,12-02-2025,Wednesday,1,20:05,20:37,32,light
TRIP2945,KM01,12-02-2025,Wednesday,0,08:21,08:57,36.1,normal
TRIP2946,KM01,12-02-2025,Wednesday,1,18:55,19:15,20.2,light
TRIP2947,KB01,12-02-2025,Wednesday,0,07:21,07:33,12.2,light
TRIP2948,KB01,12-02-2025,Wednesday,1,19:58,20:10,12.4,light
TRIP2949,KO01,12-02-2025,Wednesday,0,07:33,07:46,13.9,light
TRIP2950,KO01,12-02-2025,Wednesday,1,18:25,18:48,23.7,normal
TRIP2951,EE01,13-02-2025,Thursday,0,10:31,10:49,18.9,normal
TRIP2952,EE01,13-02-2025,Thursday,1,17:26,17:46,20.3,normal
TRIP2953,EC01,13-02-2025,Thursday,0,09:19,09:35,16.2,light
TRIP2954,EC01,13-02-2025,Thursday,1,19:22,19:42,21,light
TRIP2955,MM01,13-02-2025,Thursday,0,09:54,10:12,18.8,light
TRIP2956,MM01,13-02-2025,Thursday,1,17:15,17:33,18.1,light
TRIP2957,MB01,13-02-2025,Thursday,0,08:04,08:18,14.6,light
TRIP2958,MB01,13-02-2025,Thursday,1,19:03,19:17,14.4,light
TRIP2959,MS01,13-02-2025,Thursday,0,08:10,09:03,53.4,normal
TRIP2960,MS01,13-02-2025,Thursday,1,19:14,20:00,46.7,light
TRIP2961,AC01,13-02-2025,Thursday,0,08:25,09:09,44.2,moderate
TRIP2962,AC01,13-02-2025,Thursday,1,18:38,19:16,38.7,light
TRIP2963,AM01,13-02-2025,Thursday,0,09:51,10:48,57.3,light
TRIP2964,AM01,13-02-2025,Thursday,1,17:35,18:56,81.9,normal
TRIP2965,MI01,13-02-2025,Thursday,0,07:35,07:41,6.6,light
TRIP2966,MI01,13-02-2025,Thursday,1,18:52,18:59,7.9,light
TRIP2967,MG01,13-02-2025,Thursday,0,07:59,08:44,45.4,light
TRIP2968,MG01,13-02-2025,Thursday,1,17:34,18:24,50.4,normal
TRIP2969,MO01,13-02-2025,Thursday,0,07:56,08:22,27,light
TRIP2970,MO01,13-02-2025,Thursday,1,16:21,16:49,28.6,light
TRIP2971,IR01,13-02-2025,Thursday,0,08:53,09:10,17.3,normal
TRIP2972,IR01,13-02-2025,Thursday,1,18:41,18:54,13.5,light
TRIP2973,IS01,13-02-2025,Thursday,0,10:12,10:42,30.7,normal
TRIP2974,IS01,13-02-2025,Thursday,1,19:36,20:08,32.6,light
TRIP2975,IG01,13-02-2025,Thursday,0,08:36,09:14,38.9,moderate
TRIP2976,IG01,13-02-2025,Thursday,1,18:24,19:00,36,normal
TRIP2977,SR01,13-02-2025,Thursday,0,07:49,07:58,9.3,light
TRIP2978,SR01,13-02-2025,Thursday,1,18:02,18:20,18.4,heavy
TRIP2979,SM01,13-02-2025,Thursday,0,08:12,08:42,30.3,normal
TRIP2980,SM01,13-02-2025,Thursday,1,16:29,16:52,23.6,light
TRIP2981,SO01,13-02-2025,Thursday,0,08:56,09:33,37.8,light
TRIP2982,SO01,13-02-2025,Thursday,1,17:18,17:50,32.9,light
TRIP2983,JC01,13-02-2025,Thursday,0,07:26,07:45,19.1,light
TRIP2984,JC01,13-02-2025,Thursday,1,17:35,18:01,26.3,normal
TRIP2985,JP01,13-02-2025,Thursday,0,08:13,08:35,22.3,normal
TRIP2986,JP01,13-02-2025,Thursday,1,20:17,20:33,16.4,light
TRIP2987,JE01,13-02-2025,Thursday,0,08:15,08:39,24.2,normal
TRIP2988,JE01,13-02-2025,Thursday,1,19:26,19:44,18.6,light
TRIP2989,BG01,13-02-2025,Thursday,0,08:37,08:54,18,moderate
TRIP2990,BS01,13-02-2025,Thursday,0,09:12,09:25,13,light
TRIP2991,BS01,13-02-2025,Thursday,1,18:50,19:02,12.9,light
TRIP2992,BB01,13-02-2025,Thursday,0,08:14,08:40,26.9,normal
TRIP2993,BB01,13-02-2025,Thursday,1,17:42,18:13,31.7,moderate
TRIP2994,RI01,13-02-2025,Thursday,0,09:16,09:27,11,light
TRIP2995,RI01,13-02-2025,Thursday,1,17:12,17:23,11.1,light
TRIP2996,RR01,13-02-2025,Thursday,0,09:19,09:36,17.1,light
TRIP2997,RR01,13-02-2025,Thursday,1,20:58,21:14,16.7,light
TRIP2998,RM01,13-02-2025,Thursday,0,07:37,07:46,9.8,light
TRIP2999,RM01,13-02-2025,Thursday,1,16:46,17:00,14.9,light
TRIP3000,CO01,13-02-2025,Thursday,0,07:04,07:33,29.5,light
TRIP3001,CO01,13-02-2025,Thursday,1,20:25,20:49,24.8,light
TRIP3002,CP01,13-02-2025,Thursday,0,07:13,07:25,12.9,light
TRIP3003,CP01,13-02-2025,Thursday,1,16:28,16:39,11.2,light
TRIP3004,CE01,13-02-2025,Thursday,0,08:06,08:20,14.3,normal
TRIP3005,CE01,13-02-2025,Thursday,1,17:19,17:33,14.1,light
TRIP3006,CB01,13-02-2025,Thursday,0,09:21,09:52,32,light
TRIP3007,CB01,13-02-2025,Thursday,1,20:47,21:22,35.9,light
TRIP3008,CI01,13-02-2025,Thursday,0,08:31,09:28,57.2,moderate
TRIP3009,CI01,13-02-2025,Thursday,1,19:28,20:03,35.8,light
TRIP3010,CG01,13-02-2025,Thursday,0,08:59,09:51,52.3,light
TRIP3011,CG01,13-02-2025,Thursday,1,18:09,19:22,73.9,moderate
TRIP3012,AI01,13-02-2025,Thursday,0,09:08,09:26,18.5,light
TRIP3013,AI01,13-02-2025,Thursday,1,19:04,19:22,18.6,light
TRIP3014,AS01,13-02-2025,Thursday,0,08:16,09:00,44.2,normal
TRIP3015,AS01,13-02-2025,Thursday,1,17:22,18:05,43.7,light
TRIP3016,AR01,13-02-2025,Thursday,0,09:34,09:56,22.7,light
TRIP3017,AR01,13-02-2025,Thursday,1,19:44,20:11,27.1,light
TRIP3018,HB01,13-02-2025,Thursday,0,08:27,08:44,17.5,moderate
TRIP3019,HB01,13-02-2025,Thursday,1,16:50,17:02,12.5,light
TRIP3020,HM01,13-02-2025,Thursday,0,08:42,09:15,33.4,normal
TRIP3021,HM01,13-02-2025,Thursday,1,16:27,16:56,29.7,light
TRIP3022,HE01,13-02-2025,Thursday,0,08:14,08:21,7.8,normal
TRIP3023,HE01,13-02-2025,Thursday,1,20:02,20:08,6.3,light
TRIP3024,HP01,13-02-2025,Thursday,0,09:06,09:13,7.7,light
TRIP3025,HP01,13-02-2025,Thursday,1,19:34,19:41,7.1,light
TRIP3026,JG01,13-02-2025,Thursday,0,09:05,09:24,19.9,light
TRIP3027,JG01,13-02-2025,Thursday,1,20:34,20:50,16.5,light
TRIP3028,JR01,13-02-2025,Thursday,0,07:05,07:23,18.7,light
TRIP3029,JR01,13-02-2025,Thursday,1,18:14,18:40,26.9,moderate
TRIP3030,JM01,13-02-2025,Thursday,0,07:42,07:58,16.1,light
TRIP3031,JM01,13-02-2025,Thursday,1,17:55,18:22,27.5,heavy
TRIP3032,BE01,13-02-2025,Thursday,0,07:17,07:22,5.5,light
TRIP3033,BE01,13-02-2025,Thursday,1,17:57,18:04,7.6,heavy
TRIP3034,BP01,13-02-2025,Thursday,0,09:48,09:53,5,light
TRIP3035,BP01,13-02-2025,Thursday,1,18:59,19:02,3.7,light
TRIP3036,BC01,13-02-2025,Thursday,0,09:59,10:02,3.6,light
TRIP3037,KS01,13-02-2025,Thursday,0,08:02,08:43,41.3,light
TRIP3038,KS01,13-02-2025,Thursday,1,17:51,18:50,59.9,moderate
TRIP3039,KB01,13-02-2025,Thursday,0,08:36,08:51,15.1,moderate
TRIP3040,KB01,13-02-2025,Thursday,1,17:57,18:18,21,heavy
TRIP3041,KO01,13-02-2025,Thursday,0,08:11,08:32,21.5,normal
TRIP3042,KO01,13-02-2025,Thursday,1,19:18,19:36,18.8,light
TRIP3043,EE01,14-02-2025,Friday,0,08:49,09:09,20.6,light
TRIP3044,EE01,14-02-2025,Friday,1,19:36,19:54,19,light
TRIP3045,EC01,14-02-2025,Friday,0,07:31,07:44,13.7,light
TRIP3046,EC01,14-02-2025,Friday,1,17:05,17:33,28.7,moderate
TRIP3047,MM01,14-02-2025,Friday,0,07:18,07:38,20.9,light
TRIP3048,MM01,14-02-2025,Friday,1,18:01,18:29,28.7,moderate
TRIP3049,MB01,14-02-2025,Friday,0,10:30,10:45,15.4,normal
TRIP3050,MB01,14-02-2025,Friday,1,18:22,18:37,15.4,normal
TRIP3051,MS01,14-02-2025,Friday,0,07:32,08:05,33.7,light
TRIP3052,MS01,14-02-2025,Friday,1,16:45,17:47,62.7,normal
TRIP3053,AC01,14-02-2025,Friday,0,09:30,09:51,21.2,light
TRIP3054,AC01,14-02-2025,Friday,1,19:22,19:59,37.5,light
TRIP3055,AE01,14-02-2025,Friday,0,07:31,07:53,22.3,light
TRIP3056,AE01,14-02-2025,Friday,1,18:30,19:08,39,normal
TRIP3057,AM01,14-02-2025,Friday,0,07:35,08:21,46.5,light
TRIP3058,AM01,14-02-2025,Friday,1,18:06,19:31,85.6,moderate
TRIP3059,MI01,14-02-2025,Friday,0,09:19,09:25,6.6,light
TRIP3060,MI01,14-02-2025,Friday,1,18:39,18:47,9,light
TRIP3061,MG01,14-02-2025,Friday,0,08:54,09:35,41.6,light
TRIP3062,MG01,14-02-2025,Friday,1,17:22,18:26,64,heavy
TRIP3063,MO01,14-02-2025,Friday,0,09:27,09:47,20.5,light
TRIP3064,MO01,14-02-2025,Friday,1,18:01,18:46,45.6,moderate
TRIP3065,IR01,14-02-2025,Friday,0,08:34,08:50,16.3,normal
TRIP3066,IR01,14-02-2025,Friday,1,16:51,17:09,18.3,moderate
TRIP3067,IS01,14-02-2025,Friday,0,08:44,09:20,36.5,normal
TRIP3068,IS01,14-02-2025,Friday,1,19:15,19:41,27,light
TRIP3069,IG01,14-02-2025,Friday,0,09:43,10:12,29.6,light
TRIP3070,IG01,14-02-2025,Friday,1,17:05,17:47,42.7,moderate
TRIP3071,SR01,14-02-2025,Friday,0,09:39,09:50,11.1,light
TRIP3072,SR01,14-02-2025,Friday,1,19:13,19:24,11.8,light
TRIP3073,SM01,14-02-2025,Friday,0,07:49,08:10,21.8,light
TRIP3074,SM01,14-02-2025,Friday,1,18:35,19:02,27.7,light
TRIP3075,SO01,14-02-2025,Friday,0,09:49,10:19,30,light
TRIP3076,SO01,14-02-2025,Friday,1,18:22,18:57,35.6,normal
TRIP3077,JC01,14-02-2025,Friday,0,08:42,09:03,21.6,normal
TRIP3078,JP01,14-02-2025,Friday,0,08:35,08:58,23.6,normal
TRIP3079,JP01,14-02-2025,Friday,1,17:21,17:55,34.4,heavy
TRIP3080,JE01,14-02-2025,Friday,0,07:59,08:16,17.4,light
TRIP3081,JE01,14-02-2025,Friday,1,16:18,16:38,20.3,light
TRIP3082,BG01,14-02-2025,Friday,0,08:34,08:50,16.1,normal
TRIP3083,BG01,14-02-2025,Friday,1,17:35,17:57,22.9,heavy
TRIP3084,BS01,14-02-2025,Friday,0,07:51,08:01,10.8,light
TRIP3085,BS01,14-02-2025,Friday,1,17:59,18:17,18.5,moderate
TRIP3086,BB01,14-02-2025,Friday,0,09:19,09:34,15.4,light
TRIP3087,BB01,14-02-2025,Friday,1,18:29,18:51,22.7,normal
TRIP3088,RI01,14-02-2025,Friday,0,07:09,07:22,13.2,light
TRIP3089,RI01,14-02-2025,Friday,1,18:00,18:17,17.2,moderate
TRIP3090,RR01,14-02-2025,Friday,0,08:03,08:21,18.2,light
TRIP3091,RR01,14-02-2025,Friday,1,17:26,17:55,29.3,heavy
TRIP3092,RM01,14-02-2025,Friday,0,08:07,08:21,14.2,light
TRIP3093,RM01,14-02-2025,Friday,1,17:44,18:06,22.2,heavy
TRIP3094,CO01,14-02-2025,Friday,0,09:59,10:24,26,light
TRIP3095,CO01,14-02-2025,Friday,1,18:57,19:20,23.3,light
TRIP3096,CP01,14-02-2025,Friday,0,08:01,08:13,12.7,light
TRIP3097,CP01,14-02-2025,Friday,1,17:38,17:57,19.2,heavy
TRIP3098,CE01,14-02-2025,Friday,0,09:15,09:26,11.5,light
TRIP3099,CE01,14-02-2025,Friday,1,17:09,17:28,20,heavy
TRIP3100,CB01,14-02-2025,Friday,0,07:37,08:04,27.6,light
TRIP3101,CB01,14-02-2025,Friday,1,19:40,20:14,34.9,light
TRIP3102,CI01,14-02-2025,Friday,0,08:53,09:32,39.3,light
TRIP3103,CI01,14-02-2025,Friday,1,17:36,18:38,62.7,heavy
TRIP3104,CG01,14-02-2025,Friday,0,09:37,10:27,50.3,light
TRIP3105,CG01,14-02-2025,Friday,1,17:24,18:34,71,heavy
TRIP3106,AI01,14-02-2025,Friday,0,07:26,07:46,20,light
TRIP3107,AI01,14-02-2025,Friday,1,17:10,17:38,28.3,heavy
TRIP3108,AS01,14-02-2025,Friday,0,08:09,08:50,41.4,light
TRIP3109,AS01,14-02-2025,Friday,1,18:24,19:08,44.8,normal
TRIP3110,AR01,14-02-2025,Friday,0,08:24,08:55,31,normal
TRIP3111,AR01,14-02-2025,Friday,1,20:21,20:42,21,light
TRIP3112,HB01,14-02-2025,Friday,0,07:44,07:54,10.8,light
TRIP3113,HB01,14-02-2025,Friday,1,17:30,17:52,22.6,heavy
TRIP3114,HM01,14-02-2025,Friday,0,07:33,07:53,20.7,light
TRIP3115,HM01,14-02-2025,Friday,1,18:31,19:02,31.6,normal
TRIP3116,HE01,14-02-2025,Friday,0,09:43,09:49,6.8,light
TRIP3117,HE01,14-02-2025,Friday,1,17:47,17:57,10.5,heavy
TRIP3118,HP01,14-02-2025,Friday,0,08:22,08:30,9,normal
TRIP3119,HP01,14-02-2025,Friday,1,19:49,19:57,8,light
TRIP3120,JG01,14-02-2025,Friday,0,08:22,08:44,22.8,normal
TRIP3121,JG01,14-02-2025,Friday,1,18:19,18:41,22.5,normal
TRIP3122,JR01,14-02-2025,Friday,0,09:17,09:30,13.5,light
TRIP3123,JR01,14-02-2025,Friday,1,17:56,18:20,24.3,moderate
TRIP3124,JM01,14-02-2025,Friday,0,08:34,08:56,22.1,normal
TRIP3125,JM01,14-02-2025,Friday,1,16:43,17:05,22.2,normal
TRIP3126,BE01,14-02-2025,Friday,0,09:05,09:09,4.7,light
TRIP3127,BE01,14-02-2025,Friday,1,16:22,16:27,5.1,light
TRIP3128,BP01,14-02-2025,Friday,0,09:34,09:38,4.6,light
TRIP3129,BP01,14-02-2025,Friday,1,17:39,17:47,8.5,heavy
TRIP3130,BC01,14-02-2025,Friday,0,07:22,07:26,4.2,light
TRIP3131,BC01,14-02-2025,Friday,1,16:52,16:57,5.7,moderate
TRIP3132,BM01,14-02-2025,Friday,0,08:04,08:35,31.2,light
TRIP3133,BM01,14-02-2025,Friday,1,18:27,19:08,41.7,normal
TRIP3134,KS01,14-02-2025,Friday,0,09:12,09:45,33.9,light
TRIP3135,KS01,14-02-2025,Friday,1,19:46,20:23,37.2,light
TRIP3136,KM01,14-02-2025,Friday,0,09:14,09:38,24.2,light
TRIP3137,KM01,14-02-2025,Friday,1,17:57,18:36,39.8,moderate
TRIP3138,KB01,14-02-2025,Friday,0,10:24,10:38,14.5,normal
TRIP3139,KB01,14-02-2025,Friday,1,17:00,17:18,18.5,moderate
TRIP3140,KO01,14-02-2025,Friday,0,08:06,08:26,20.1,light
TRIP3141,KO01,14-02-2025,Friday,1,19:02,19:18,16.9,light
TRIP3142,MS01,15-02-2025,Saturday,0,11:51,12:22,31.2,light
TRIP3143,MS01,15-02-2025,Saturday,1,17:08,18:08,60.5,normal
TRIP3144,AM01,15-02-2025,Saturday,0,10:21,11:13,52.7,light
TRIP3145,AM01,15-02-2025,Saturday,1,16:42,17:48,66.3,normal
TRIP3146,SM01,15-02-2025,Saturday,0,10:28,10:50,22.6,light
TRIP3147,SM01,15-02-2025,Saturday,1,18:15,18:37,23,light
TRIP3148,JE01,15-02-2025,Saturday,0,11:53,12:05,12.2,light
TRIP3149,JE01,15-02-2025,Saturday,1,15:36,15:58,22.5,normal
TRIP3150,BB01,15-02-2025,Saturday,0,12:35,12:59,24.7,normal
TRIP3151,BB01,15-02-2025,Saturday,1,16:48,17:13,26,normal
TRIP3152,RI01,15-02-2025,Saturday,0,11:56,12:03,7.4,light
TRIP3153,RI01,15-02-2025,Saturday,1,17:09,17:24,15.8,normal
TRIP3154,RM01,15-02-2025,Saturday,0,10:27,10:38,11.3,light
TRIP3155,RM01,15-02-2025,Saturday,1,16:00,16:09,9.4,light
TRIP3156,CB01,15-02-2025,Saturday,0,11:26,12:02,36.1,light
TRIP3157,CB01,15-02-2025,Saturday,1,18:19,18:53,35,light
TRIP3158,AS01,15-02-2025,Saturday,0,09:44,10:21,37.4,light
TRIP3159,AS01,15-02-2025,Saturday,1,15:15,15:58,43.6,normal
TRIP3160,AR01,15-02-2025,Saturday,0,10:04,10:19,15.4,light
TRIP3161,AR01,15-02-2025,Saturday,1,17:28,17:52,24.9,light
TRIP3162,HB01,15-02-2025,Saturday,0,10:50,11:05,15.1,light
TRIP3163,HB01,15-02-2025,Saturday,1,16:43,16:58,15.5,normal
TRIP3164,HP01,15-02-2025,Saturday,0,10:01,10:05,4.9,light
TRIP3165,HP01,15-02-2025,Saturday,1,17:21,17:29,8.4,light
TRIP3166,KS01,15-02-2025,Saturday,0,10:00,10:24,24.5,light
TRIP3167,KS01,15-02-2025,Saturday,1,17:14,17:58,44.4,normal
TRIP3168,KB01,15-02-2025,Saturday,0,12:26,12:39,13.7,normal
TRIP3169,KB01,15-02-2025,Saturday,1,16:34,16:47,13,light
TRIP3170,EE01,16-02-2025,Sunday,0,10:19,10:38,19.8,normal
TRIP3171,EE01,16-02-2025,Sunday,1,15:08,15:28,20.7,normal
TRIP3172,MM01,16-02-2025,Sunday,0,12:41,12:55,14.7,light
TRIP3173,MM01,16-02-2025,Sunday,1,16:24,16:42,18.6,light
TRIP3174,MB01,16-02-2025,Sunday,0,10:42,10:56,14.9,normal
TRIP3175,MB01,16-02-2025,Sunday,1,16:39,16:53,14.6,light
TRIP3176,MS01,16-02-2025,Sunday,0,11:57,12:44,47.2,light
TRIP3177,MS01,16-02-2025,Sunday,1,16:46,17:32,46.7,light
TRIP3178,IR01,16-02-2025,Sunday,0,12:16,12:28,12.9,light
TRIP3179,IR01,16-02-2025,Sunday,1,15:54,16:08,14.6,normal
TRIP3180,JC01,16-02-2025,Sunday,0,10:49,11:11,22.2,normal
TRIP3181,JC01,16-02-2025,Sunday,1,17:43,18:02,19.5,light
